direction,time,canid,len,data
RX,10:10:16.615,0x101,32,6E 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 27 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:16.628,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:16.636,0x101,32,6F 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 32 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:16.648,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:16.659,0x101,32,70 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 38 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:16.671,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:16.680,0x101,32,71 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 43 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:16.691,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:16.700,0x101,32,72 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 27 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:16.709,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:16.719,0x101,32,73 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 43 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:16.732,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:16.742,0x101,32,74 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 43 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:16.752,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:16.763,0x101,32,75 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 49 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:16.778,0x300,6,40 40 40 08 04 01
TX,10:10:16.787,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:16.797,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:16.808,0x101,32,76 40 40 38 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 49 80 FF 7F 12 09 F1 F7 EF E5 55
RX,10:10:16.818,0x101,16,77 40 00 39 24 01 00 01 10 42 10 20 02 00 01 20
RX,10:10:16.828,0x101,32,78 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 49 80 FF 7F 12 08 F1 F7 EE E5 55
TX,10:10:16.842,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:16.852,0x101,32,79 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 43 80 FF 7F 12 08 F1 F7 EE E5 55
TX,10:10:16.862,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:16.871,0x101,32,7A 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 4E 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:16.884,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:16.895,0x101,32,7B 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 49 80 FF 7F 12 08 F1 F7 EE E5 55
TX,10:10:16.906,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:16.915,0x101,32,7C 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 10 80 FF 7F 12 08 F1 F7 EE E5 55
TX,10:10:16.932,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:16.944,0x101,32,7D 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 54 80 FF 7F 12 08 F1 F7 EE E5 55
TX,10:10:16.956,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:16.967,0x101,32,7E 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 43 80 FF 7F 12 08 F1 F7 EE E5 55
TX,10:10:16.980,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:16.990,0x101,32,7F 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 43 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.001,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.012,0x101,32,40 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 38 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.026,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.036,0x101,32,41 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 49 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.046,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.058,0x101,32,42 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 38 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.072,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.085,0x101,32,43 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 49 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.097,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.108,0x101,32,44 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 43 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.126,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.137,0x101,32,45 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 49 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.152,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.163,0x101,32,46 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 38 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.176,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.187,0x101,32,47 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 43 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.201,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.214,0x101,32,48 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 43 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.226,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.238,0x101,32,49 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 98 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.253,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.266,0x101,32,4A 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 4E 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.278,0x300,6,40 40 40 08 04 01
TX,10:10:17.289,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:17.299,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.311,0x101,32,4B 40 40 38 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 5A 80 FF 7F 12 09 F1 F7 EF E5 55
RX,10:10:17.323,0x101,16,4C 40 00 39 24 01 00 01 10 42 10 20 02 00 01 20
RX,10:10:17.336,0x101,32,4D 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 8D 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.352,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.365,0x101,32,4E 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 5A 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.379,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.390,0x101,32,4F 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 43 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.405,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.416,0x101,32,50 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 5A 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.428,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.439,0x101,32,51 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 4E 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.456,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.469,0x101,32,52 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 5A 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.484,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.495,0x101,32,53 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 65 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.511,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.523,0x101,32,54 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 6B 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.537,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.548,0x101,32,55 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 6B 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.563,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.576,0x101,32,56 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 7C 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.589,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.601,0x101,32,57 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 6B 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.616,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.629,0x101,32,58 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 43 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.646,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.658,0x101,32,59 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 54 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.671,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.685,0x101,32,5A 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 8D 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.702,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.714,0x101,32,5B 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 7C 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.726,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.738,0x101,32,5C 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 87 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.753,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.765,0x101,32,5D 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 5A 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.778,0x300,6,40 40 40 08 04 01
TX,10:10:17.790,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:17.802,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.815,0x101,32,5E 40 40 38 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 76 80 FF 7F 12 09 F1 F7 EF E5 55
RX,10:10:17.826,0x101,16,5F 40 00 39 24 01 00 01 10 42 10 20 02 00 01 20
RX,10:10:17.840,0x101,32,60 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 98 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:17.857,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.871,0x101,32,61 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 87 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:17.892,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.905,0x101,32,62 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 76 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:17.921,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.933,0x101,32,63 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 87 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:17.951,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.965,0x101,32,64 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A AF 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:17.983,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:17.998,0x101,32,65 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 6B 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:18.015,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.029,0x101,32,66 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 9E 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:18.044,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.061,0x101,32,67 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 87 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:18.086,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.099,0x101,32,68 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 8D 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:18.118,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.132,0x101,32,69 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 87 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:18.149,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.163,0x101,32,6A 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 8D 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:18.177,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.191,0x101,32,6B 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 8D 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:18.208,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.222,0x101,32,6C 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 8D 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:18.236,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.248,0x101,32,6D 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 76 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:18.264,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.278,0x101,32,6E 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 8D 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:18.295,0x300,6,40 40 40 08 04 01
TX,10:10:18.310,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:18.328,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.342,0x101,32,6F 40 40 38 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A A9 80 FF 7F 12 0A F1 F7 F0 E5 55
RX,10:10:18.356,0x101,16,70 40 00 39 24 01 00 01 10 42 10 20 02 00 01 20
RX,10:10:18.369,0x101,32,71 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 87 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:18.388,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.402,0x101,32,72 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 7C 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:18.420,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.433,0x101,32,73 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 87 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:18.449,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.463,0x101,32,74 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 9E 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:18.481,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.495,0x101,32,75 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A A9 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:18.509,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.523,0x101,32,76 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A AF 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:18.542,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.557,0x101,32,77 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 87 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:18.571,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.584,0x101,32,78 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 98 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:18.605,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.619,0x101,32,79 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 9E 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:18.637,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.653,0x101,32,7A 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A BA 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:18.667,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.681,0x101,32,7B 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 8D 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:18.698,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.713,0x101,32,7C 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 9E 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:18.727,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.742,0x101,32,7D 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 9E 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:18.759,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.775,0x101,32,7E 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A A9 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:18.790,0x300,6,40 40 40 08 04 01
TX,10:10:18.805,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:18.820,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.836,0x101,32,7F 40 40 38 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A D1 80 FF 7F 12 09 F1 F7 EF E5 55
RX,10:10:18.851,0x101,16,40 40 00 39 24 01 00 01 10 42 10 20 02 00 01 20
RX,10:10:18.866,0x101,32,41 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 9E 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:18.887,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.902,0x101,32,42 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 9E 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:18.921,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.936,0x101,32,43 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A A9 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:18.951,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.967,0x101,32,44 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 9E 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:18.984,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:18.999,0x101,32,45 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A A9 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:19.014,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:19.028,0x101,32,46 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A C0 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:19.046,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:19.061,0x101,32,47 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A C0 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:19.077,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:19.094,0x101,32,48 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 98 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:19.119,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:19.135,0x101,32,49 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A CB 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:19.154,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:19.170,0x101,32,4A 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A D1 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:19.187,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:19.202,0x101,32,4B 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 9E 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:19.219,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:19.235,0x101,32,4C 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A CB 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:19.251,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:19.266,0x101,32,4D 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A D1 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:19.284,0x300,6,40 40 40 08 04 01
TX,10:10:19.300,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:19.316,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:19.334,0x101,32,4E 40 40 38 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A BA 80 FF 7F 12 09 F1 F7 EF E5 55
RX,10:10:19.353,0x101,16,4F 40 00 39 24 01 00 01 10 42 10 20 02 00 01 20
RX,10:10:19.369,0x101,32,50 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A DC 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:19.389,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:19.405,0x101,32,51 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A D1 80 FF 7F 12 09 F1 F7 EF E5 55
TX,10:10:19.424,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:19.440,0x101,32,52 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 9E 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:19.456,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:19.471,0x101,32,53 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A AF 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:19.495,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:19.511,0x101,32,54 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 9E 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:19.527,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:19.542,0x101,32,55 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A CB 80 FF 7F 12 0A F1 F7 F0 E5 55
TX,10:10:19.561,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
